병원명,기관구분,주소,지역,위도,경도
영남정신요양원,정신요양시설,경상북도 김천시 어모면 작점로640,경상북도,36.2214122906959,128.055248959017
영덕군 정신건강복지센터,기초정신건강복지센터,경상북도 영덕군 영덕읍 경동로 8367,경상북도,36.4181557591634,129.367630874277
영동군 정신건강복지센터,기초정신건강복지센터,충청북도 영동군 영동읍 반곡동길 7 영동군보건소,충청북도,36.1684962814576,127.775967263331
영등포구 정신건강복지센터,기초정신건강복지센터,"서울특별시 영등포구 당산로 123, 영등포구보건소 4층 ",서울,37.525963157053,126.896367130558
영등포아이존,정신재활시설,"서울특별시 영등포구 영등포로 84길 24-14, 2층",서울,37.51157801843,126.92149690112
영생원,정신요양시설,충청북도 옥천군 옥천읍 삼청3길 34,충청북도,36.2604994370543,127.572579178757
영양군 정신건강복지센터,기초정신건강복지센터,경상북도 영양군 영양읍 동서대로 82,경상북도,36.6619458769083,129.118063927826
영월군 정신건강복지센터,기초정신건강복지센터,강원도 영월군 영월읍 하송로 46-43 1층,강원,37.1853042843455,128.461528201701
영주시 정신건강복지센터,기초정신건강복지센터,경상북도 영주시 영주로 159번길 73 영주시치매안심센터 2층,경상북도,36.8287645112789,128.616017970403
영파의료재단 마음향기병원,기초정신건강복지센터,부산광역시 금정구 중앙대로 1777 금정구청 별관 5층,부산,35.2420540392893,129.092454461699
예미담요양병원,기초정신건강복지센터,충청북도 진천군 진천읍 중앙북1길 11-8 진천군보건소 별관 2층,충청북도,36.860610535473,127.439659762118
예산군 정신건강복지센터,기초정신건강복지센터,충청남도 예산군 예산읍 군청로 22,충청남도,36.6808804528171,126.84484993984
예산정신요양원,정신요양시설,충청남도 예산군 예산읍 간양길 258,충청남도,36.7253306878696,126.878419812804
예스홈,정신재활시설,서울특별시 도봉구 우이천로 38 나길 53,서울,37.6530856792162,127.021615485542
예천군 정신건강복지센터,기초정신건강복지센터,경상북도 예천군 예천읍 충효로 424,경상북도,36.6599554947606,128.465573121952
예체르하우스,정신재활시설,서울특별시 강서구 강서로 18아길 25-14 201호,서울,37.5366524368458,126.850886768439
오석산정신요양원,정신요양시설,충청남도 부여군 부여읍 청마로 61,충청남도,36.2797803476817,126.951648042539
온사랑병원,중독관리통합지원센터,"부산광역시 해운대구 반송로853, 반송보건지소1층",부산,35.2300460281409,129.147895718325
완도군 정신건강복지센터,기초정신건강복지센터,전라남도 완도군 완도읍 농공단지길 34,전라남도,34.3358232898291,126.73132457867
요셉의집,정신재활시설,경상북도 청도군 이서면 서원길 3-140,경상북도,35.6567544407145,128.68077237492
요한빌리지,정신재활시설,광주광역시 남구 방림로 5(방림동),광주,35.133765755215,126.918318066285
용산구 정신건강복지센터,기초정신건강복지센터,서울특별시 용산구 녹사평대로150 용산보건소1층,서울,37.5324522944579,126.990478820837
용산새빛,정신재활시설,서울특별시 용산구 원효로 35길 1-22 ,서울,37.5333036270504,126.956109983206
용인시정신건강복지센터(부설) 자살예방센터,자살예방센터,경기도 용인시 기흥구 신갈로 58번길 11 신갈동행정복지센터내3층,경기,37.2725761300647,127.106446575693
우리내꿈터,정신재활시설,"강원도 춘천시 중앙로 104-1,2층",강원,37.8772178809995,127.723228689349
우리누리,정신요양시설,대전광역시 서구 장안로 835,대전,36.1929793058335,127.33298644623
우리둥지,정신재활시설,"대구광역시 달서구 와룡로 9길 75, 파라다이스빌라 A동 505호",대구,35.8364586636483,128.53260762345
우리들정신건강센터,정신재활시설,충청북도 청주시 서원구 청남로 2089,충청북도,36.6187494412376,127.486702624389
우리마을,정신재활시설,"경기도 수원시 영통구 영통로 200번길 43, 영통우리빌 나동",경기,37.2445275627127,127.05899871872
우리집,정신재활시설,"서울특별시 광진구 긴고랑로36길 57-11, 202호",서울,37.5574058364273,127.091229498274
우리집,정신재활시설,경기도 용인시 처인구 금학로 277번길 8-4 우리집,경기,37.2381574127209,127.194816526671
울산대학교병원,기초정신건강복지센터,"울산광역시 동구 봉수로 155, 동구보건소 3층",울산,35.5050745976013,129.416442633895
울진군 정신건강복지센터,기초정신건강복지센터,경상북도 울진군 울진읍 읍내8길 61-8,경상북도,36.9962163133088,129.404599442554
원광학원,기초정신건강복지센터,전라북도 익산시 무왕로 975,전라북도,35.9609947275172,126.966438367938
원주시자살예방센터,자살예방센터,강원도 원주시 원일로 139 건강문화센터 4층,강원,37.3515496042529,127.946802942893
월산사회복귀시설,정신재활시설,인천광역시 부평구 평천로 319-5 에바다빌딩 3층,인천,37.518032865193,126.72558993032
위드유,정신재활시설,"서울특별시 동대문구 한천로 424, 인월빌딩 4층",서울,37.5982620305157,127.067997142659
위캔클럽,정신재활시설,"부산광역시 연제구 중앙대로 1239, 8층 위캔클럽",부산,35.1979048954207,129.078574374547
유쾌한집1,정신재활시설,서울특별시 도봉구 도봉산 3길 12-4 401호,서울,37.686943185063,127.043903642555
유쾌한집2,정신재활시설,서울특별시 도봉구 도봉산 3길 12-4 401호,서울,37.686943185063,127.043903642555
유쾌한집3,정신재활시설,서울특별시 도봉구 도봉산 3길 12-4 401호,서울,37.686943185063,127.043903642555
유쾌한집4,정신재활시설,서울특별시 도봉구 도봉산 3길 12-4 401호,서울,37.686943185063,127.043903642555
은평구 정신건강복지센터,기초정신건강복지센터,서울특별시 은평구 연서로 34길 11,서울,37.6215624703517,126.927691294353
은혜로운집,정신요양시설,서울특별시 은평구 갈현로 15길 27-1,서울,37.607881860058,126.907092770241
은혜원,정신요양시설,경기도 화성시 장안면 포승장안로 1194-24,경기,37.0723843124882,126.847463072241
은혜의집,정신재활시설,인천광역시 강화군 내가면 고비고개로 646-2,인천,37.7291416782351,126.418225258973
을지대학교 을지병원,중독관리통합지원센터,서울특별시 노원구 노원로 16길 15 중계주공 9단지 912동 1층,서울,37.6434450655049,127.073337208198
을지대학교병원,광역정신건강복지센터,대전광역시 중구 대종로 88번길 9,대전,36.3007446985839,127.453286731482
을지대학교병원,기초정신건강복지센터,"대전광역시 대덕구 석봉로 8번길 55, 별관 2층(석봉동, 대덕구보건소)",대전,,
음성소망병원,기초정신건강복지센터,충청북도 음성군 금왕읍 금석로 74,충청북도,36.992074218459,127.59845906141
의령군 정신건강복지센터,기초정신건강복지센터,경상남도 의령군 의병로8길 16,경상남도,35.3177751169182,128.254552295984
의료법인 다사랑의료재단,중독관리통합지원센터,광주광역시 서구 회재로 897-1 2층,광주,35.1230852951634,126.861921866044
의료법인 연강의료재단,기초정신건강복지센터,"제주특별자치도 제주시 연삼로 264, 제주보건소 2층",제주,33.4915999384117,126.52023785153
의료법인 연강의료재단,중독관리통합지원센터,제주특별자치도 제주시 서광로 175(아세아빌딩 5층),제주,33.5003180347391,126.515202972713
의료법인 예경의료재단,중독관리통합지원센터,"경상남도 창원시 마산합포구 합포로 2, 3층",경상남도,35.2026558154341,128.572613574135
의료법인 용인병원 유지재단,광역정신건강복지센터,경기도 수원시 장안구 수성로 245번길 69(정자동) 경기도의료원 2층,경기,37.2918594997553,126.996380749927
의료법인 청주병원,기초정신건강복지센터,충청북도 청주시 청원구 오창읍 과학산업 3로 238,충청북도,36.7104063494075,127.430471329493
의료법인용인병원 유지재단,기초정신건강복지센터,경기도 용인시 기흥구 신갈로 58번길 11,경기,37.2725761300647,127.106446575693
의료법인정화의료재단 김원묵기념 봉생병원,기초정신건강복지센터,부산광역시 동구 구청로1 동구의회 2층,부산,35.1292975675514,129.045298203371
의성군 정신건강복지센터,기초정신건강복지센터,경상북도 의성군 의성읍 안평의성로1122-30,경상북도,36.3596685496843,128.680976976867
의정부시정신건강복지센터 부설 자살예방센터,자살예방센터,경기도 의정부시 범골로 131,경기,37.7361593290305,127.039559500906
이대목동병원,기초정신건강복지센터,서울특별시 양천구 목동서로 339 양천구보건소 지하1층,서울,37.5177061613231,126.865739424322
이레,정신재활시설,"경기도 의정부시 호국로 1304, 제이에스 베네스트 301호",경기,37.7434175652183,127.049073265573
이음,정신재활시설,서울특별시 강동구 성내2동 136-18,서울,37.5341489381531,127.126133705805
이음병원,중독관리통합지원센터,경기도 안양시 만안구 문예로 48 안양시 만안구보건소 5층,경기,37.3858473342855,126.932944470333
이천시자살예방센터,자살예방센터,경기도 이천시 증일동 이섭대천로 1119 2층 ,경기,37.2705232897144,127.445455807645
인광희망의샘,정신재활시설,광주광역시 동구 금남로170-24,광주,35.1522271912635,126.911285811284
인산의료재단 전라북도 마음사랑병원,기초정신건강복지센터,전라북도 완주군 봉동동서로 89,전라북도,35.9373320680723,127.1620979543
인선요양원,정신요양시설,전라남도 순천시 매봉길30,전라남도,34.9656875572731,127.537994106539
인제군 정신건강복지센터,기초정신건강복지센터,강원도 인제군 인제읍 인제로140번길 34,강원,38.063256186042,128.168546457838
인제대학교 부산백병원,기초정신건강복지센터,부산광역시 부산진구 시민공원로 30 부산진구청 별관 건강증진센터 내 2층,부산,35.162830637421,129.05318830381
인제대학교 산학협력단,기초정신건강복지센터,부산광역시 서구 부용로 30 서구보건소 2층 202호,부산,35.1074360292851,129.018038350622
인제대학교 일산백병원,기초정신건강복지센터,경기도 고양시 일산동구 중앙로 1228 동구보건소 2층,경기,37.6559804128513,126.776148650626
인제대학교 일산백병원,기초정신건강복지센터,"경기도 광명시 오리로 613, 3층(하안동)",경기,37.4554109876685,126.878163858407
인제대학교 해운대백병원,기초정신건강복지센터,"부산광역시 기장군 정관읍 용수로11, 정관지소 4층",부산,35.3251972362826,129.179376623452
인천광역시의료원,기초정신건강복지센터,인천광역시 연수구 예술로 20번길 15 ,인천,37.4357830923465,126.699647422306
인천광역시자살예방센터,자살예방센터,인천광역시 남동구 남동대로 774번길 24 가천뇌과학연구원 5층,인천,37.4510392789722,126.709409851144
인천미추홀구 자살예방센터,자살예방센터,"인천광역시 미추홀구 독정이로95, 미추홀구청 본관3청사 2층 ",인천,37.463476921256,126.649980149662
인천미추홀구 정신건강복지센터,기초정신건강복지센터,"인천광역시 미추홀구 독정이로95, 미추홀구청 본관3청사 2층 ",인천,37.463476921256,126.649980149662
인천참사랑병원,기초정신건강복지센터,인천광역시 서구 탁옥로39 서구보건소 4층,인천,37.5444399067256,126.67380607949
인천참사랑병원,중독관리통합지원센터,인천광역시 계양구 계양대로 126,인천,37.5351321162748,126.722925241114
인하대학교 산학협력단,중독관리통합지원센터,인천광역시 연수구 앵고개로183 남동부수도사업소2층,인천,37.4121331509152,126.665986728949
인하대학교 산학협력단,중독관리통합지원센터,"경기도 수원시 팔달구 매산로 89, 2층",경기,37.2704984896655,127.010674176609
인하대학교의과 대학부속병원,기초정신건강복지센터,인천광역시 중구 참외전로 72번길 21 ,인천,37.4772172924214,126.629107679813
인혜의료재단 가나병원,기초정신건강복지센터,부산광역시 남구 유엔평화로 4번길 61 3층,부산,35.1342789428072,129.088539692912
자매정신요양원,정신요양시설,부산광역시 사하구 사리로 37,부산,35.1031495745081,128.998624948622
장성군 정신건강복지센터,기초정신건강복지센터,전라남도 장성군 청운 11길 13,전라남도,35.3045411419959,126.78245347126
장수보건복지센터,정신재활시설,전라북도 장수군 장수읍 장천로 400,전라북도,35.6675871870993,127.520923931955
장안좋은집,정신재활시설,경기도 수원시 장안구 경수대로 908번길 38-14,경기,37.3015927279789,127.012323977182
장유누가병원,기초정신건강복지센터,경상남도 김해시 분성로 227번길 210호,경상남도,35.2324337801483,128.870545889559
전남대학교병원,광역정신건강복지센터,"광주광역시 동구 제봉로 27, 5F",광주,,
전남대학교병원,기초정신건강복지센터,광주광역시 북구 북문대로 43 2층,광주,35.1751898835041,126.880771449173
전라북도 마음사랑병원,기초정신건강복지센터,전라북도 정읍시 수성1로 61 2층,전라북도,35.5779904492435,126.854529770827
전북대학교,중독관리통합지원센터,전라북도 전주시 덕진구 백제대로 689,전라북도,35.8446847695055,127.144413590096
전북대학교병원,기초정신건강복지센터,"전라북도 전주시 덕진구 벚꽃로 55, 덕진진료실 2층",전라북도,35.8293350155675,127.135183011058
전북신세계병원,기초정신건강복지센터,전라북도 군산시 대야면 백마길 16,전라북도,35.9448078485591,126.809878964972
정다운집,정신재활시설,충청남도 부여군 외산면 외산로 79번길 31 1동 101호,충청남도,36.3033395321837,126.701736032151
정성군 정신건강복지센터,기초정신건강복지센터,강원도 정선군 정선읍 녹송로 33,강원,37.3800727951532,128.67143751516
정신요양시설 천봉산요양원,정신요양시설,경상북도 상주시 만산8길 70,경상북도,36.4441274600365,128.150017906055
정심수양원,정신요양시설,대구광역시 동구 팔공산로 254길 123,대구,35.9724477537128,128.68980821448
정심원,정신요양시설,전라북도 완주군 소양면 송광수만로 343번지,전라북도,35.8919465898811,127.241630405673
정진의료재단 영화병원,기초정신건강복지센터,인천광역시 남동구 인주대로819 문화빌딩 6층,인천,37.4488796981918,126.728254863001
제주대학교병원,광역정신건강복지센터,제주특별자치도 제주시 아란 13길 15 제주대학교병원 내 별관 2층,제주,33.4672085209581,126.545201028535
제주정신재활센터,정신재활시설,"제주특별자치도 제주시 동광로 1길11, 4층 ",제주,33.5019418947645,126.528900077245
조선대학교 사회복지회,중독관리통합지원센터,"광주광역시 동구 금남로166(금남로5가, 대화빌딩3층)",광주,35.1524316247241,126.911539105156
종로 행복일굼터,정신재활시설,서울특별시 종로구 종로43길 9,서울,37.5717063998273,127.007613355011
종로아이존,정신재활시설,서울특별시 종로구 자하문로 89,서울,37.5840274363304,126.96997427579
좋은나무,정신재활시설,"서울특별시 중랑구 동일로92길 39-21, 202호",서울,37.5843808555595,127.082222699844
좋은날 ,정신재활시설,"경기도 평택시 통미로18, 가원빌라 가동 301호",경기,36.9921979472836,127.095096002231
좋은사람들,정신재활시설,서울특별시 영등포구 도림로 188-1(대림동),서울,37.4959048141873,126.902026776632
좋은세상,정신재활시설,충청남도 천안시 동남구 구성12길 28-1,충청남도,36.7959208081263,127.16258742855
좋은우리,정신재활시설,"충청남도 천안시 동남구 다가말 2길45, 403호",충청남도,36.7980588834896,127.136807660049
좋은이웃,정신재활시설,충청남도 아산시 음봉면 음봉로 681번길 75,충청남도,36.8382426404579,127.080036318661
좋은이웃센터,정신재활시설,대전광역시 중구 대흥로 171(대흥동),대전,36.325378802061,127.430758910708
좋은친구들,정신재활시설,울산광역시 울주군 온산읍 신경10길 12,울산,35.4328809340881,129.310515969761
주순애원,정신재활시설,경상남도 고성군 고성읍 우산2길312,경상남도,35.0109983629416,128.328574399628
중구아이존,정신재활시설,서울특별시 중구 서소문로6길 16,서울,37.559430257461,126.966259528781
중랑한울지역 정신건강센터,정신재활시설,서울특별시 중랑구 용마산로 115길 65 우주빌딩 4층,서울,37.5982268536431,127.09671689534
진도군 정신건강복지센터,기초정신건강복지센터,전라남도 진도군 진도읍 남동1길 40-9,전라남도,34.4803735097804,126.262916516045
진산요양원,정신요양시설,전라남도 나주시 노안면 노안삼도로 507-22,전라남도,35.0899319422423,126.694545549697
진안군 정신건강복지센터,기초정신건강복지센터,전라북도 진안군 진무로 1189,전라북도,35.7973051037933,127.434777583671
진주시 정신건강복지센터,기초정신건강복지센터,경상남도 진주시 문산읍 월아산로 983,경상남도,35.159128687356,128.163603640239
집으로,정신재활시설,경기도 수원시 권선구 정조로432 미영A 110동 102호,경기,37.2474693136438,127.014533989176
징검다리,정신재활시설,경상북도 안동시 경동로 1047-1번지 2층,경상북도,36.5508962060741,128.767706200255
차지현정신건강 의학과의원,기초정신건강복지센터,인천광역시 계양구 장기서로8 장기보건지소 3층,인천,37.5769129912578,126.734185239807
참누리정신건강상담센터,정신재활시설,대구광역시 북구 대학로 133,대구,35.8961363743727,128.612866255677
참마음,정신재활시설,전라북도 익산시 황등면 황등중앙로 112,전라북도,36.0019940468343,126.943216290782
참사랑낙원,정신요양시설,전라북도 전주시 완산구 바람쐬는길 152,전라북도,35.8029785203237,127.171081463396
참살이클럽하우스,정신재활시설,부산광역시 동래구 중앙대로 1331(3층),부산,35.2059937069628,129.077646936151
참좋은집,정신재활시설,강원도 강릉시 강릉대로 419번길 42,강원,37.7744805479363,128.907437336497
창녕군 정신건강복지센터,기초정신건강복지센터,경상남도 창녕군 창녕읍 우포2로 1189-35,경상남도,,
창원경상대학교병원,광역정신건강복지센터,경상남도 창원시 의창구 동읍 동읍로 457번길 48,경상남도,35.3095941427629,128.651149985932
창원시 마산 정신건강복지센터,기초정신건강복지센터,경상남도 창원시 마산합포구 월영동북로 15,경상남도,35.1823985096714,128.562899668408
창원시 진해 정신건강복지센터,기초정신건강복지센터,경상남도 창원시 진해구 중원동로 62 진해서부보건지소 3층,경상남도,35.1498905879799,128.661937693075
천안시 정신건강복지센터,기초정신건강복지센터,충청남도 천안시 동남구 버들로 40 ,충청남도,36.8071777710683,127.151457098785
천안시자살예방센터,자살예방센터,충청남도 천안시 서북구 서부 8길 29 (성정동 684-1),충청남도,36.8197754975339,127.139883466987
천주의성요한수도회,기초정신건강복지센터,광주광역시 동구 서남로 1 동구보건소 2층,광주,35.1461417002004,126.92309316107
철원군 정신건강복지센터,기초정신건강복지센터,강원도 철원군 갈말읍 군탄로16,강원,38.1481381984609,127.302560199107
청도메타병원,기초정신건강복지센터,경상북도 청도군 화양읍 청화로79-15,경상북도,35.6486668856635,128.737728194728
청소년사회 복귀시설 비상,정신재활시설,서울특별시 관악구 남부순환로 2054 광일빌딩 4층,서울,37.4763369768354,126.976925235707
청송군 정신건강복지센터,기초정신건강복지센터,경상북도 청송군 청송읍 의료원길 19,경상북도,36.4311427144152,129.05177099797
청아의료재단 동서병원,기초정신건강복지센터,경상남도 창원시 의창구 중앙대로 162번길 9,경상남도,,
청아의료재단 동서병원,중독관리통합지원센터,경상남도 창원시 의창구 중앙대로 162번길 9(신월동) 창원보건소 4층,경상남도,,
청양군 정신건강복지센터,기초정신건강복지센터,충청남도 청양군 청양읍 칠갑산로7길 54,충청남도,36.4550204139374,126.80493980231
청원사회복귀시설,정신재활시설,충청북도 청주시 청원구 북이면 신대석성로 121-11,충청북도,36.7379104832963,127.52901492086
청주의료원,기초정신건강복지센터,"충청북도 청주시 서원구 구룡산로 235, 4층",충청북도,36.6160234973064,127.471330492121
청주의료원,중독관리통합지원센터,충청북도 청주시 상당구 대성로 172번길 21. 3층,충청북도,36.6412358645614,127.492925180419
청주정신건강센터,정신재활시설,충청북도 청주시 서원구 청남로 2124,충청북도,36.6216903569939,127.488115943476
축령복음병원,기초정신건강복지센터,경기도 남양주시 경춘로 1037 남양주1청사 신관1층,경기,37.636616841679,127.217995427756
춘천시자살예방센터,자살예방센터,강원도 춘천시 효제길 35,강원,37.8713350506268,127.73722022094
충남대학교 간호과학연구소,기초정신건강복지센터,충청남도 금산군 금산읍 금산로 1559 다락원스포츠센터 내 1층,충청남도,36.1120666337274,127.491638763182
충남대학교 산학협력단,기초정신건강복지센터,충청북도 옥천군 옥천읍 삼양로 8길 10,충청북도,36.30450722107,127.570119626034
충남대학교병원,기초정신건강복지센터,대전광역시 동구 현암로 22(삼성동),대전,36.3429869594364,127.420461688981
충남대학교병원,기초정신건강복지센터,세종특별자치시 조치원읍 수원지1길16 세종시립의원 2층,세종,36.6072560553955,127.300018441829
충북대학교병원,광역정신건강복지센터,충청북도 청주시 서원구 1순환로 771,충청북도,36.6251933164177,127.463868279171
충북대학교병원,기초정신건강복지센터,충청북도 청주시 상당구 남일면 단재로 480,충청북도,36.588268875467,127.50594356254
충주어울림센터,정신재활시설,충청북도 충주시 도장관주로 34-12,충청북도,36.9505150257705,127.921627528511
칠곡시몬병원,기초정신건강복지센터,경상북도 칠곡군 왜관읍 관문로1길 30,경상북도,35.9907079722117,128.418640579472
카톨릭대학교 산학협력단,기초정신건강복지센터,경기도 시흥시 호현로 55,경기,37.445536329493,126.785314070012
카프여성거주시설,정신재활시설,서울특별시 마포구 성미산로5길 50-15,서울,37.5611669687363,126.909723095844
카프이용센터,정신재활시설,경기도 고양시 일산동구 일산로 86,경기,37.645161571427,126.791111412513
카프치료 공동체 둥지,정신재활시설,"서울특별시 은평구 연서로 37가길 10-10, 201호",서울,37.6250619838288,126.926075041113
카프치료공동체 감나무집,정신재활시설,서울특별시 마포구 연남동 565-37,서울,37.5598831248563,126.920346025303
컴넷하우스,정신재활시설,부산광역시 수영구 망미배산로 76번나길 27,부산,35.1769751336274,129.098285508516
큰빛병원,기초정신건강복지센터,"울산광역시 남구 삼산중로 132(삼산동, 남구보건소 3층)",울산,35.5453576406517,129.336328344544
클럽하우스 해피투게더,정신재활시설,인천광역시 계양구 계양산로 19(2층),인천,37.5455079218873,126.718889424421
태안군 정신건강복지센터,기초정신건강복지센터,충청남도 태안군 태안읍 서해로 1952-16,충청남도,36.7518107606513,126.323232114336
태화샘솟는집,정신재활시설,서울특별시 마포구 아현동 772,서울,37.5509857257518,126.952791643691
태화해뜨는샘,정신재활시설,서울특별시 강남구 광평로 185 태화기독교사회복지관 3층,서울,37.4848291050641,127.093396177577
태훈의료재단,기초정신건강복지센터,경상북도 봉화군 봉화읍 봉화로 1203,경상북도,36.890718784526,128.741854281402
통영시 정신건강복지센터,기초정신건강복지센터,"경상남도 통영시 안개4길 108,3층",경상남도,34.8598079901343,128.432014192291
파란마음,정신재활시설,"서울특별시 은평구 갈현로 33길 32, 201호",서울,37.6217263373237,126.913100006782
파랑새둥지,정신요양시설,충청남도 아산시 신창면 온천대로 842번길 111,충청남도,36.7754863489121,126.943898077792
파주시정신건강복지센터(부설) 자살예방센터,자살예방센터,경기도 파주시 봉천로 68 파주건강증진센터 1층,경기,37.7450790671407,126.805011190254
평택시 정신건강복지센터,기초정신건강복지센터,경기도 평택시 평택5호 56 평택보건소 A동 2층,경기,,
평화의집,정신재활시설,강원도 춘천시 춘천로 281번길 14-6,강원,37.8816269038724,127.74399536146
평화정신재활시설,정신재활시설,"서울특별시 노원구 노원로 331, 평화종합사회복지관 3층(중계동)",서울,37.6461706893207,127.069521539074
포천시정신건강복지센터,기초정신건강복지센터,경기도 포천시 포천로 1612 보건소 3층,경기,37.9008261233629,127.201260916689
포항시 중독관리통합지원센터,중독관리통합지원센터,경상북도 포항시 북구 삼흥로98 ,경상북도,36.0706618169576,129.380437428062
포항시남구 정신건강복지센터,기초정신건강복지센터,경상북도 포항시 남구 동해안로6119번길,경상북도,35.9924409415333,129.396224430861
포항시북구 정신건강복지센터,기초정신건강복지센터,경상북도 포항시 북구 삼흥로98,경상북도,36.0706618169576,129.380437428062
푸른존,정신재활시설,"서울특별시 강북구 도봉로 66길 35, 1층(미아동)",서울,37.6306764286325,127.026729807761
품,정신재활시설,충청남도 천안시 동남구 양지19길 12-13,충청남도,36.8124416406843,127.135205542624
하남시정신건강복지센터,기초정신건강복지센터,"경기도 하남시 미사강변대로 200, 미사보건센터 2층",경기,37.5676390848,127.185540974827
하늘소,정신재활시설,"서울특별시 양천구 화곡로 8길 21-4, 2층",서울,37.5374423051811,126.830049580887
하동군 정신건강복지센터,기초정신건강복지센터,경상남도 하동군 하동읍 군청로 31,경상남도,35.0669002864805,127.75287354288
하모니공동생활가정,정신재활시설,충청남도 천안시 동남구 원성8길 16,충청남도,36.8110938180452,127.164155288168
하얀마음,정신재활시설,"서울특별시 송파구 석촌호수로 20길 28-1, 201호",서울,37.5049260215979,127.102874646907
학교법인 원광학원(원광대학교병원),광역정신건강복지센터,전라북도 전주시 완산구 홍산북로 57 아이원빌딩 4층,전라북도,35.8176275265004,127.10815025921
한가정,정신재활시설,"대전광역시 서구 남선로 60번길 45, 3층(탄방동)",대전,36.3485911297918,127.401345240907
한국생명의전화,중독관리통합지원센터,"대전광역시 동구 동대전로 333, 3층(가양동)",대전,36.3500355450857,127.442460984979
한그루,정신재활시설,"서울특별시 구로구 서해안로 30길 17, 301",서울,,
한림대학교 성심병원,기초정신건강복지센터,경기도 안양시 만안구 문예로 48,경기,37.3858473342855,126.932944470333
한림대학교 춘천성심병원,기초정신건강복지센터,경기도 가평군 가평읍 가화로 155-15,경기,37.8330135308471,127.510822815337
한림대학교 춘천성심병원,중독관리통합지원센터,강원도 춘천시 삭주로84 수인빌딩3층 ,강원,37.8833965987947,127.740265319333
한마음세상,정신재활시설,"서울특별시 강서구 초록마을로 32길, 33-18",서울,37.5378984455056,126.846331149812
한마음의집,정신재활시설,"서울특별시 서대문구 연희로39다길 20, 1층",서울,37.587118608554,126.931611852443
한마음정신보건재활센터,정신재활시설,경상북도 경주시 동성로 35,경상북도,35.8437105647939,129.204324647311
한미래사회복귀센터,정신재활시설,"부산광역시 부산진구 거제대로 16-4, 4층 ",부산,35.1699505855346,129.067696405406
한별정신건강병원,기초정신건강복지센터,경기도 김포시 사우중로 108보건소 별관2층,경기,37.6237456885598,126.723079568799
한빛둥지,정신재활시설,대전광역시 서구 변동로 12-1(변동),대전,36.3273895228519,127.375154117803
한빛하우스,정신재활시설,"서울특별시 서대문구 연희로39다길 20, 2층",서울,37.587118608554,126.931611852443
한사랑,정신재활시설,전라북도 완주군 상관면 신리로 61,전라북도,35.7681571302566,127.209912380932
한사랑병원,중독관리통합지원센터,경상남도 김해시 분성로227번길 211호,경상남도,35.2324337801483,128.870545889559
한서중앙병원,기초정신건강복지센터,"경기도 연천군 은대성로 95, 연천군보건의료원내 연천군정신건강복지센터",경기,38.023533545582,127.060962442077
한양대학교 산학협력단,기초정신건강복지센터,경기도 구리시 건원대로 34번길 84 ,경기,37.6047362502725,127.145079354621
한양대학교병원,기초정신건강복지센터,서울특별시 성동구 행당로12,서울,37.5544843259122,127.021371721475
한울림,정신재활시설,서울특별시 성북구 보국문로 6길 5-10번지 202호,서울,37.6062990491214,127.011629226319
한울빌리지,정신요양시설,충청남도 논산시 양촌면 계백한전길 161,충청남도,36.1938654042174,127.196510557507
한울지역 정신건강센터,정신재활시설,서울특별시 관악구 장군봉길 46,서울,37.4809648149286,126.939275657359
한울타리,정신재활시설,"대전광역시 서구 도산로 131-1, 3층(도마동)",대전,36.3202160946963,127.37742913324
함양군 정신건강복지센터,기초정신건강복지센터,경상남도 함안군 중앙남4길 10,경상남도,35.2757587210189,128.410267484337
함양군 정신건강복지센터,기초정신건강복지센터,경상남도 함양군 함양읍 한들로 139,경상남도,35.5195523316478,127.731476256039
함양정신요양원,정신요양시설,경상남도 함양군 함양읍 월명길12,경상남도,35.5202663104547,127.77909257858
함평군 정신건강복지센터,기초정신건강복지센터,전라남도 함평군 함평읍 중앙길 54-8,전라남도,35.0619034096447,126.524255091884
합천군 정신건강복지센터,기초정신건강복지센터,경상남도 합천군 합천읍 동서로39,경상남도,35.5679281116892,128.156753359361
해남군 정신건강복지센터,기초정신건강복지센터,전라남도 해남군 해남읍 해남로 46,전라남도,34.5704310999028,126.612093453988
해맑은뜰,정신재활시설,"서울특별시 은평구 갈현로 47길 32-14, 101호",서울,37.6290587631556,126.916618480842
해맑은미소,정신재활시설,"경기도 안산시 상록구 태마당로 1길4, c동 101호(부곡동, 양지하이츠빌라)",경기,37.3306547704799,126.862773361365
해바라기 ,정신재활시설,"경기도 화성시 병점3로 38-2, 태림빌라다동 101호",경기,37.2080606774283,127.037675954012
해비치,정신재활시설,서울특별시 서대문구 증가로 24마길 11,서울,37.5827437014007,126.916934179899
해사랑,정신재활시설,"서울특별시 은평구 연서로41길 41, 301호",서울,37.6273443283145,126.925162217929
해솔,정신재활시설,경기도 성남시 중원구 자혜로 16번길 28-1 401호,경기,37.4479882375059,127.160283167209
해오름,정신재활시설,서울특별시 마포구 망원로11길 27-54,서울,37.5586076826782,126.905682669655
해운대백병원,기초정신건강복지센터,부산광역시 수영구 수영로 637-5수영구보건소 2층,부산,35.1624774001588,129.113488239708
해운대자명병원,기초정신건강복지센터,"부산광역시 해운대구 양운로 37번길 59, 보건소 내 2층",부산,35.1641127009786,129.178659397782
해인공동생활가정,정신재활시설,"세종특별자치시 전의면 산단길 3-11, 정원빌리지 2동 101호",세종,36.7022690937019,127.212214341544
